año,mes,temp,precip,provincia
2019,11,13.866666666666667,101.2,AZUAY
2019,12,14.419354838709678,139.8,AZUAY
2020,1,14.174193548387096,127.9,AZUAY
2020,2,14.672413793103448,127.2,AZUAY
2020,3,14.48709677419355,175.8,AZUAY
2020,4,14.186666666666666,270.3,AZUAY
2020,5,14.151612903225805,243.20000000000002,AZUAY
2020,6,13.370000000000001,156.79999999999998,AZUAY
2020,7,12.796774193548387,136.1,AZUAY
2020,8,13.261290322580646,50.1,AZUAY
2020,9,13.343333333333334,123.7,AZUAY
2020,10,13.196774193548388,120.80000000000001,AZUAY
2020,11,13.33,78.4,AZUAY
2020,12,13.53225806451613,203.1,AZUAY
2021,1,13.432258064516128,181.3,AZUAY
2021,2,14.096428571428572,190.8,AZUAY
2021,3,13.438709677419356,133.5,AZUAY
2021,4,13.666666666666666,202.4,AZUAY
2021,5,13.629032258064516,210.6,AZUAY
2021,6,13.116666666666667,155.0,AZUAY
2021,7,12.893548387096773,129.9,AZUAY
2021,8,12.790322580645162,122.0,AZUAY
2021,9,13.15,103.5,AZUAY
2021,10,13.37741935483871,195.4,AZUAY
2021,11,13.276666666666667,121.2,AZUAY
2021,12,13.94516129032258,190.7,AZUAY
2022,1,13.429032258064517,140.70000000000002,AZUAY
2022,2,13.639285714285714,178.8,AZUAY
2022,3,13.399999999999999,217.3,AZUAY
2022,4,13.376666666666667,292.3,AZUAY
2022,5,13.399999999999999,251.1,AZUAY
2022,6,12.366666666666667,191.4,AZUAY
2022,7,12.654838709677419,207.6,AZUAY
2022,8,12.516129032258064,140.5,AZUAY
2022,9,12.74,110.2,AZUAY
2022,10,13.041935483870969,143.8,AZUAY
2022,11,12.876666666666667,83.7,AZUAY
2022,12,13.274193548387096,100.39999999999999,AZUAY
2023,1,13.077419354838709,168.9,AZUAY
2023,2,13.875,195.4,AZUAY
2023,3,13.438709677419356,238.79999999999998,AZUAY
2023,4,13.563333333333333,229.6,AZUAY
2023,5,14.174193548387096,179.9,AZUAY
2023,6,13.393333333333334,157.5,AZUAY
2023,7,13.067741935483872,130.0,AZUAY
2023,8,12.95483870967742,130.4,AZUAY
2023,9,13.770000000000001,60.7,AZUAY
2023,10,14.23225806451613,130.5,AZUAY
2023,11,14.293333333333333,116.7,AZUAY
2023,12,14.80967741935484,224.8,AZUAY
2024,1,14.951612903225806,203.3,AZUAY
2024,2,14.486206896551725,199.0,AZUAY
2024,3,14.55483870967742,141.0,AZUAY
2024,4,14.493333333333334,197.1,AZUAY
2024,5,14.33548387096774,228.1,AZUAY
2024,6,13.42,194.2,AZUAY
2024,7,13.248387096774193,126.5,AZUAY
2024,8,13.261290322580646,72.8,AZUAY
2024,9,14.046666666666665,84.9,AZUAY
2024,10,14.403225806451612,129.29999999999998,AZUAY
2024,11,14.686666666666667,49.5,AZUAY
2024,12,14.238709677419354,223.9,AZUAY
2025,1,13.706451612903225,173.9,AZUAY
2025,2,13.732142857142858,306.6,AZUAY
2025,3,13.54516129032258,240.79999999999998,AZUAY
2025,4,13.85,271.9,AZUAY
2025,5,13.029032258064515,212.4,AZUAY
2025,6,13.033333333333333,179.3,AZUAY
2025,7,12.66451612903226,124.4,AZUAY
2025,8,12.735483870967743,88.9,AZUAY
2025,9,12.973333333333333,150.3,AZUAY
2025,10,13.203225806451613,209.4,AZUAY
2025,11,13.946666666666665,238.7,AZUAY
2025,12,13.52258064516129,77.9,AZUAY
2026,1,13.841935483870968,241.7,AZUAY
2026,2,13.532142857142857,192.2,AZUAY
2026,3,14.141935483870967,113.1,AZUAY
2026,4,13.979999999999999,155.7,AZUAY
2026,5,14.3,238.6,AZUAY
2026,6,13.653333333333334,136.1,AZUAY
2026,7,14.12258064516129,109.5,AZUAY
2012,1,12.529032258064515,490.2,BOLIVAR
2012,2,12.520689655172415,516.6,BOLIVAR
2012,3,13.051612903225807,545.7,BOLIVAR
2012,4,12.95,565.9,BOLIVAR
2012,5,12.780645161290321,268.0,BOLIVAR
2012,6,12.603333333333333,127.6,BOLIVAR
2012,7,12.541935483870969,81.0,BOLIVAR
2012,8,12.261290322580646,145.1,BOLIVAR
2012,9,12.523333333333333,164.2,BOLIVAR
2012,10,12.76774193548387,383.9,BOLIVAR
2012,11,13.17,454.0,BOLIVAR
2012,12,12.95483870967742,349.2,BOLIVAR
2013,1,13.338709677419354,319.4,BOLIVAR
2013,2,13.12857142857143,491.9,BOLIVAR
2013,3,13.496774193548386,587.1,BOLIVAR
2013,4,13.45,502.9,BOLIVAR
2013,5,12.916129032258064,347.3,BOLIVAR
2013,6,12.823333333333332,103.10000000000001,BOLIVAR
2013,7,12.429032258064517,77.4,BOLIVAR
2013,8,12.448387096774193,158.3,BOLIVAR
2013,9,12.46,231.5,BOLIVAR
2013,10,12.780645161290321,330.5,BOLIVAR
2013,11,12.926666666666668,274.0,BOLIVAR
2013,12,13.051612903225807,352.2,BOLIVAR
2014,1,12.97741935483871,532.9,BOLIVAR
2014,2,13.042857142857143,410.1,BOLIVAR
2014,3,13.19032258064516,621.1,BOLIVAR
2014,4,13.35,416.1,BOLIVAR
2014,5,13.116129032258065,417.6,BOLIVAR
2014,6,13.133333333333333,138.3,BOLIVAR
2014,7,13.251612903225807,35.4,BOLIVAR
2014,8,12.3,174.6,BOLIVAR
2014,9,12.356666666666666,303.5,BOLIVAR
