producto_raw,precio_anterior,precio_actual,variacion,boletin_num,mes,año,quincena,quincena_id,provincia,categoria,estado_precio
Aguacate Fuerte (Ciento aprox. 55 lb),60.0,70.83,18.0,313,4,2026,2,2026-04-Q2,AZUAY,perecedero,completo
ALVAI,,,,318,7,2026,1,2026-07-Q1,AZUAY,perecedero,invalido
ALVAI,,,,317,6,2026,2,2026-06-Q2,AZUAY,perecedero,invalido
Aguacate Fuerte (Ciento aprox. 55 lb),56.67,56.25,-1.0,307,1,2026,2,2026-01-Q2,AZUAY,perecedero,completo
Aguacate Fuerte (Ciento aprox. 55 lb),51.67,60.0,16.0,311,3,2026,2,2026-03-Q2,AZUAY,perecedero,completo
Aguacate Fuerte (Ciento aprox. 55 lb),70.83,76.67,8.0,315,5,2026,2,2026-05-Q2,AZUAY,perecedero,completo
Aguacate Fuerte (Ciento aprox. 55 lb),56.25,51.67,-8.0,309,2,2026,2,2026-02-Q2,AZUAY,perecedero,completo
Ajo Bulbo Seco (Malla aprox. 22 lb),18.0,18.0,0.0,309,2,2026,2,2026-02-Q2,AZUAY,perecedero,completo
Aguacate Fuerte (Ciento aprox. 55 lb),76.67,75.0,-2.0,317,6,2026,2,2026-06-Q2,AZUAY,perecedero,completo
Aguacate Fuerte (Ciento aprox. 55 lb),75.0,75.0,0.0,318,7,2026,1,2026-07-Q1,AZUAY,perecedero,completo
Ajo Bulbo Seco (Malla aprox. 22 lb),21.83,20.17,-8.0,315,5,2026,2,2026-05-Q2,AZUAY,perecedero,completo
Ajo Bulbo Seco (Malla aprox. 22 lb),18.0,18.0,0.0,307,1,2026,2,2026-01-Q2,AZUAY,perecedero,completo
Ajo Bulbo Seco (Malla aprox. 22 lb),19.88,21.83,10.0,313,4,2026,2,2026-04-Q2,AZUAY,perecedero,completo
Ajo Bulbo Seco (Malla aprox. 22 lb),18.0,19.88,10.0,311,3,2026,2,2026-03-Q2,AZUAY,perecedero,completo
Arveja Tierna en Vaina-Quantum (Saco aprox. 60 lb),13.13,21.5,64.0,309,2,2026,2,2026-02-Q2,AZUAY,perecedero,completo
Ajo Bulbo Seco (Malla aprox. 22 lb),21.13,22.0,4.0,318,7,2026,1,2026-07-Q1,AZUAY,perecedero,completo
Arveja Tierna en Vaina-Quantum (Saco aprox. 60 lb),32.0,23.17,-28.0,313,4,2026,2,2026-04-Q2,AZUAY,perecedero,completo
Arveja Tierna en Vaina-Quantum (Saco aprox. 60 lb),23.33,13.13,-44.0,307,1,2026,2,2026-01-Q2,AZUAY,perecedero,completo
Arveja Tierna en Vaina-Quantum (Saco aprox. 60 lb),23.17,18.89,-18.0,315,5,2026,2,2026-05-Q2,AZUAY,perecedero,completo
Arveja Tierna en Vaina-Quantum (Saco aprox. 60 lb),21.5,32.0,49.0,311,3,2026,2,2026-03-Q2,AZUAY,perecedero,completo
Ajo Bulbo Seco (Malla aprox. 22 lb),20.17,21.13,5.0,317,6,2026,2,2026-06-Q2,AZUAY,perecedero,completo
Arveja Tierna en Vaina-Quantum (Saco aprox. 60 lb),18.89,17.38,-8.0,317,6,2026,2,2026-06-Q2,AZUAY,perecedero,completo
Banano (Guineo) (Carton aprox. 40 lb),8.0,8.0,0.0,315,5,2026,2,2026-05-Q2,AZUAY,perecedero,completo
Banano (Guineo) (Carton aprox. 40 lb),9.0,9.0,0.0,309,2,2026,2,2026-02-Q2,AZUAY,perecedero,completo
Banano (Guineo) (Carton aprox. 40 lb),9.0,9.0,0.0,307,1,2026,2,2026-01-Q2,AZUAY,perecedero,completo
Banano (Guineo) (Carton aprox. 40 lb),9.0,8.5,-6.0,311,3,2026,2,2026-03-Q2,AZUAY,perecedero,completo
Banano (Guineo) (Carton aprox. 40 lb),8.5,8.0,-6.0,313,4,2026,2,2026-04-Q2,AZUAY,perecedero,completo
Arveja Tierna en Vaina-Quantum (Saco aprox. 60 lb),17.38,22.75,31.0,318,7,2026,1,2026-07-Q1,AZUAY,perecedero,completo
Brocoli (Unidad aprox. 2 lb),0.76,0.71,-6.0,311,3,2026,2,2026-03-Q2,AZUAY,perecedero,completo
Brocoli (Unidad aprox. 2 lb),0.83,0.82,-2.0,307,1,2026,2,2026-01-Q2,AZUAY,perecedero,completo
Brocoli (Unidad aprox. 2 lb),0.82,0.76,-7.0,309,2,2026,2,2026-02-Q2,AZUAY,perecedero,completo
Brocoli (Unidad aprox. 2 lb),0.78,0.65,-16.0,315,5,2026,2,2026-05-Q2,AZUAY,perecedero,completo
Banano (Guineo) (Carton aprox. 40 lb),8.0,8.0,0.0,317,6,2026,2,2026-06-Q2,AZUAY,perecedero,completo
Banano (Guineo) (Carton aprox. 40 lb),8.0,8.0,0.0,318,7,2026,1,2026-07-Q1,AZUAY,perecedero,completo
Brocoli (Unidad aprox. 2 lb),0.71,0.78,9.0,313,4,2026,2,2026-04-Q2,AZUAY,perecedero,completo
Cebolla Blanca en Rama (Atado aprox. 5 lb),2.0,2.0,0.0,311,3,2026,2,2026-03-Q2,AZUAY,perecedero,completo
Cebolla Blanca en Rama (Atado aprox. 5 lb),2.0,2.0,0.0,315,5,2026,2,2026-05-Q2,AZUAY,perecedero,completo
Cebolla Blanca en Rama (Atado aprox. 5 lb),2.0,2.0,0.0,313,4,2026,2,2026-04-Q2,AZUAY,perecedero,completo
Brocoli (Unidad aprox. 2 lb),0.67,0.75,12.0,318,7,2026,1,2026-07-Q1,AZUAY,perecedero,completo
Cebolla Blanca en Rama (Atado aprox. 5 lb),2.0,2.0,0.0,307,1,2026,2,2026-01-Q2,AZUAY,perecedero,completo
Brocoli (Unidad aprox. 2 lb),0.65,0.67,3.0,317,6,2026,2,2026-06-Q2,AZUAY,perecedero,completo
Cebolla Blanca en Rama (Atado aprox. 5 lb),2.0,2.0,0.0,309,2,2026,2,2026-02-Q2,AZUAY,perecedero,completo
Cebolla Blanca en Rama (Atado aprox. 5 lb),2.0,2.0,0.0,318,7,2026,1,2026-07-Q1,AZUAY,perecedero,completo
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),41.17,33.78,-18.0,315,5,2026,2,2026-05-Q2,AZUAY,perecedero,completo
Cebolla Blanca en Rama (Atado aprox. 5 lb),2.0,2.0,0.0,317,6,2026,2,2026-06-Q2,AZUAY,perecedero,completo
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),37.0,41.17,11.0,313,4,2026,2,2026-04-Q2,AZUAY,perecedero,completo
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),25.11,29.88,19.0,307,1,2026,2,2026-01-Q2,AZUAY,perecedero,completo
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),28.5,37.0,30.0,311,3,2026,2,2026-03-Q2,AZUAY,perecedero,completo
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),29.88,28.5,-5.0,309,2,2026,2,2026-02-Q2,AZUAY,perecedero,completo
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),31.88,22.5,-29.0,318,7,2026,1,2026-07-Q1,AZUAY,perecedero,completo
Cebolla Perla Nacional Seca (Malla aprox. 100 lb),35.83,33.11,-8.0,315,5,2026,2,2026-05-Q2,AZUAY,perecedero,completo
Cebolla Perla Nacional Seca (Malla aprox. 100 lb),22.67,24.75,9.0,307,1,2026,2,2026-01-Q2,AZUAY,perecedero,completo
Cebolla Perla Nacional Seca (Malla aprox. 100 lb),21.33,28.13,32.0,311,3,2026,2,2026-03-Q2,AZUAY,perecedero,completo
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),33.78,31.88,-6.0,317,6,2026,2,2026-06-Q2,AZUAY,perecedero,completo
Cebolla Perla Nacional Seca (Malla aprox. 100 lb),28.13,35.83,27.0,313,4,2026,2,2026-04-Q2,AZUAY,perecedero,completo
Cebolla Perla Nacional Seca (Malla aprox. 100 lb),24.75,21.33,-14.0,309,2,2026,2,2026-02-Q2,AZUAY,perecedero,completo
Col (Unidad aprox. 13 lb),1.06,1.21,14.0,309,2,2026,2,2026-02-Q2,AZUAY,perecedero,completo
Col (Unidad aprox. 13 lb),1.22,1.38,13.0,313,4,2026,2,2026-04-Q2,AZUAY,perecedero,completo
Cebolla Perla Nacional Seca (Malla aprox. 100 lb),33.11,41.75,26.0,317,6,2026,2,2026-06-Q2,AZUAY,perecedero,completo
Col (Unidad aprox. 13 lb),1.38,1.38,0.0,315,5,2026,2,2026-05-Q2,AZUAY,perecedero,completo
Cebolla Perla Nacional Seca (Malla aprox. 100 lb),41.75,37.5,-10.0,318,7,2026,1,2026-07-Q1,AZUAY,perecedero,completo
Col (Unidad aprox. 13 lb),1.21,1.22,1.0,311,3,2026,2,2026-03-Q2,AZUAY,perecedero,completo
Col (Unidad aprox. 13 lb),1.0,1.06,6.0,307,1,2026,2,2026-01-Q2,AZUAY,perecedero,completo
Frejol Tiemo en Vaina Canario (Saco aprox. 55 lb),31.33,38.5,23.0,311,3,2026,2,2026-03-Q2,AZUAY,perecedero,completo
Frejol Tiemo en Vaina Canario (Saco aprox. 55 lb),38.33,38.75,1.0,315,5,2026,2,2026-05-Q2,AZUAY,perecedero,completo
Frejol Tiemo en Vaina Canario (Saco aprox. 55 lb),38.5,38.33,0.0,313,4,2026,2,2026-04-Q2,AZUAY,perecedero,completo
Col (Unidad aprox. 13 lb),1.41,1.5,7.0,318,7,2026,1,2026-07-Q1,AZUAY,perecedero,completo
Col (Unidad aprox. 13 lb),1.38,1.41,2.0,317,6,2026,2,2026-06-Q2,AZUAY,perecedero,completo
Frejol Tierno en Vaina Canario (Saco aprox. 55 lb),32.22,27.63,-14.0,307,1,2026,2,2026-01-Q2,AZUAY,perecedero,completo
Frejol Tiemo en Vaina Canario (Saco aprox. 55 lb),27.63,31.33,13.0,309,2,2026,2,2026-02-Q2,AZUAY,perecedero,completo
Frutilla (Balde aprox. 30 lb),25.67,28.38,11.0,307,1,2026,2,2026-01-Q2,AZUAY,perecedero,completo
Frejol Tiemo en Vaina Canario (Saco aprox. 55 lb) 38.75,,,,317,6,2026,2,2026-06-Q2,AZUAY,perecedero,invalido
Frejol Tiemo en Vaina Canario (Saco aprox. 55 lb),,,,318,7,2026,1,2026-07-Q1,AZUAY,perecedero,invalido
Frutilla (Balde aprox. 30 lb),26.5,28.0,6.0,315,5,2026,2,2026-05-Q2,AZUAY,perecedero,completo
Frutilla (Balde aprox. 30 lb),28.38,27.17,-4.0,309,2,2026,2,2026-02-Q2,AZUAY,perecedero,completo
Frutilla (Balde aprox. 30 lb),27.17,27.38,1.0,311,3,2026,2,2026-03-Q2,AZUAY,perecedero,completo
Frutilla (Balde aprox. 30 lb),27.38,26.5,-3.0,313,4,2026,2,2026-04-Q2,AZUAY,perecedero,completo
Haba Tierna en Vaina (Saco aprox. 70 lb),15.5,16.0,3.0,309,2,2026,2,2026-02-Q2,AZUAY,perecedero,completo
Frutilla (Balde aprox. 30 lb),28.75,29.0,1.0,318,7,2026,1,2026-07-Q1,AZUAY,perecedero,completo
Haba Tierna en Vaina (Saco aprox. 70 lb),16.0,14.38,-10.0,311,3,2026,2,2026-03-Q2,AZUAY,perecedero,completo
Haba Tierna en Vaina (Saco aprox. 70 lb),13.83,15.17,10.0,315,5,2026,2,2026-05-Q2,AZUAY,perecedero,completo
Frutilla (Balde aprox. 30 lb),28.0,28.75,3.0,317,6,2026,2,2026-06-Q2,AZUAY,perecedero,completo
Haba Tierna en Vaina (Saco aprox. 70 lb),15.56,15.5,0.0,307,1,2026,2,2026-01-Q2,AZUAY,perecedero,completo
Haba Tierna en Vaina (Saco aprox. 70 lb),14.38,13.83,-4.0,313,4,2026,2,2026-04-Q2,AZUAY,perecedero,completo
Lechuga (Bulto aprox. 85 lb),11.67,11.75,1.0,311,3,2026,2,2026-03-Q2,AZUAY,perecedero,completo
Lechuga (Bulto aprox. 85 lb),15.75,11.67,-26.0,309,2,2026,2,2026-02-Q2,AZUAY,perecedero,completo
Haba Tierna en Vaina (Saco aprox. 70 lb),15.13,19.25,27.0,318,7,2026,1,2026-07-Q1,AZUAY,perecedero,completo
Lechuga (Bulto aprox. 85 lb),14.67,15.75,7.0,307,1,2026,2,2026-01-Q2,AZUAY,perecedero,completo
Haba Tierna en Vaina (Saco aprox. 70 lb),15.17,15.13,0.0,317,6,2026,2,2026-06-Q2,AZUAY,perecedero,completo
Lechuga (Bulto aprox. 85 lb),11.75,11.33,-4.0,313,4,2026,2,2026-04-Q2,AZUAY,perecedero,completo
Lechuga (Bulto aprox. 85 lb),11.33,12.0,6.0,315,5,2026,2,2026-05-Q2,AZUAY,perecedero,completo
Limon Sutil (Malla aprox. 95 lb),23.56,22.38,-5.0,307,1,2026,2,2026-01-Q2,AZUAY,perecedero,completo
Limon Sutil (Malla aprox. 95 lb),28.5,28.78,1.0,315,5,2026,2,2026-05-Q2,AZUAY,perecedero,completo
Limon Sutil (Malla aprox. 95 lb),26.83,27.38,2.0,311,3,2026,2,2026-03-Q2,AZUAY,perecedero,completo
Limon Sutil (Malla aprox. 95 lb),22.38,26.83,20.0,309,2,2026,2,2026-02-Q2,AZUAY,perecedero,completo
Lechuga (Bulto aprox. 85 lb),10.5,11.0,5.0,318,7,2026,1,2026-07-Q1,AZUAY,perecedero,completo
Limon Sutil (Malla aprox. 95 lb),27.38,28.5,4.0,313,4,2026,2,2026-04-Q2,AZUAY,perecedero,completo
Lechuga (Bulto aprox. 85 lb),12.0,10.5,-13.0,317,6,2026,2,2026-06-Q2,AZUAY,perecedero,completo
Maiz Suave Choclo (Saco aprox. 100 lb),25.83,26.72,3.4,315,5,2026,2,2026-05-Q2,AZUAY,perecedero,completo
Limon Sutil (Malla aprox. 95 lb),31.25,42.5,36.0,318,7,2026,1,2026-07-Q1,AZUAY,perecedero,completo
Maiz Suave Choclo (Saco aprox. 100 lb),30.25,30.0,-0.8,309,2,2026,2,2026-02-Q2,AZUAY,perecedero,completo
Maiz Suave Choclo (Saco aprox. 100 lb),29.56,30.25,2.3,307,1,2026,2,2026-01-Q2,AZUAY,perecedero,completo
Limon Sutil (Malla aprox. 95 lb),28.78,31.25,9.0,317,6,2026,2,2026-06-Q2,AZUAY,perecedero,completo
Maiz Suave Choclo (Saco aprox. 100 lb),30.0,24.75,-17.5,311,3,2026,2,2026-03-Q2,AZUAY,perecedero,completo
Maiz Suave Choclo (Saco aprox. 100 lb),24.75,25.83,4.4,313,4,2026,2,2026-04-Q2,AZUAY,perecedero,completo
Mandarina de la Costa (Ciento aprox. 30 lb),,,,311,3,2026,2,2026-03-Q2,AZUAY,perecedero,invalido
Maiz Suave Choclo (Saco aprox. 100 lb),26.72,30.5,14.1,317,6,2026,2,2026-06-Q2,AZUAY,perecedero,completo
Maiz Suave Choclo (Saco aprox. 100 lb),30.5,34.5,13.1,318,7,2026,1,2026-07-Q1,AZUAY,perecedero,completo
Mandarina de la Costa (Ciento aprox. 30 lb),,,,307,1,2026,2,2026-01-Q2,AZUAY,perecedero,invalido
Mandarina de la Costa (Ciento aprox. 30 lb) 9.00,,,,315,5,2026,2,2026-05-Q2,AZUAY,perecedero,invalido
Mandarina de la Costa (Ciento aprox. 30 lb),,,,313,4,2026,2,2026-04-Q2,AZUAY,perecedero,invalido
Mandarina de la Costa (Ciento aprox. 30 lb),,,,309,2,2026,2,2026-02-Q2,AZUAY,perecedero,invalido
Manzana Importada (Carton aprox. 44 lb),32.13,29.0,-10.0,313,4,2026,2,2026-04-Q2,AZUAY,perecedero,completo
Mandarina de la Costa (Ciento aprox. 30 lb),9.0,8.25,-8.0,317,6,2026,2,2026-06-Q2,AZUAY,perecedero,completo
Manzana Importada (Carton aprox. 44 lb),34.0,35.13,3.0,307,1,2026,2,2026-01-Q2,AZUAY,perecedero,completo
Manzana Importada (Carton aprox. 44 lb),38.0,32.13,-15.0,311,3,2026,2,2026-03-Q2,AZUAY,perecedero,completo
Manzana Importada (Carton aprox. 44 lb),35.13,38.0,8.0,309,2,2026,2,2026-02-Q2,AZUAY,perecedero,completo
Mandarina de la Costa (Ciento aprox. 30 lb),8.25,8.5,3.0,318,7,2026,1,2026-07-Q1,AZUAY,perecedero,completo
Manzana Importada (Carton aprox. 44 lb),29.0,28.44,-2.0,315,5,2026,2,2026-05-Q2,AZUAY,perecedero,completo
Manzana Importada (Carton aprox. 44 lb),30.75,33.5,9.0,318,7,2026,1,2026-07-Q1,AZUAY,perecedero,completo
Maracuya (Saco aprox. 40 lb),13.67,16.0,17.0,311,3,2026,2,2026-03-Q2,AZUAY,perecedero,completo
Maracuya (Saco aprox. 40 lb),16.0,14.33,-10.0,313,4,2026,2,2026-04-Q2,AZUAY,perecedero,completo
Maracuya (Saco aprox. 40 lb),13.5,13.67,1.0,309,2,2026,2,2026-02-Q2,AZUAY,perecedero,completo
Maracuya (Saco aprox. 40 lb),13.44,13.5,0.0,307,1,2026,2,2026-01-Q2,AZUAY,perecedero,completo
Maracuya (Saco aprox. 40 lb),14.33,15.72,10.0,315,5,2026,2,2026-05-Q2,AZUAY,perecedero,completo
Manzana Importada (Carton aprox. 44 lb),28.44,30.75,8.0,317,6,2026,2,2026-06-Q2,AZUAY,perecedero,completo
Mango de Chupar (Caja aprox. 55 lb),,,,313,4,2026,2,2026-04-Q2,AZUAY,perecedero,invalido
Mango de Chupar (Caja aprox. 55 lb),,,,307,1,2026,2,2026-01-Q2,AZUAY,perecedero,invalido
Mango de Chupar (Caja aprox. 55 lb),,,,315,5,2026,2,2026-05-Q2,AZUAY,perecedero,invalido
Maracuya (Saco aprox. 40 lb),15.72,16.0,2.0,317,6,2026,2,2026-06-Q2,AZUAY,perecedero,completo
Mango de Chupar (Caja aprox. 55 lb),,,,309,2,2026,2,2026-02-Q2,AZUAY,perecedero,invalido
Maracuya (Saco aprox. 40 lb),16.0,13.25,-17.0,318,7,2026,1,2026-07-Q1,AZUAY,perecedero,completo
Mango de Chupar (Caja aprox. 55 lb),,,,311,3,2026,2,2026-03-Q2,AZUAY,perecedero,invalido
Melon (Unidad aprox. 5 lb),2.81,2.83,1.0,313,4,2026,2,2026-04-Q2,AZUAY,perecedero,completo
Melon (Unidad aprox. 5 lb),2.0,2.08,4.0,309,2,2026,2,2026-02-Q2,AZUAY,perecedero,completo
Mango de Chupar (Caja aprox. 55 lb),,,,317,6,2026,2,2026-06-Q2,AZUAY,perecedero,invalido
Mango de Chupar (Caja aprox. 55 lb),,,,318,7,2026,1,2026-07-Q1,AZUAY,perecedero,invalido
Melon (Unidad aprox. 5 lb),2.08,2.81,35.0,311,3,2026,2,2026-03-Q2,AZUAY,perecedero,completo
Melon (Unidad aprox. 5 lb),2.0,2.0,0.0,307,1,2026,2,2026-01-Q2,AZUAY,perecedero,completo
Melon (Unidad aprox. 5 lb),2.83,2.5,-12.0,315,5,2026,2,2026-05-Q2,AZUAY,perecedero,completo
Melon (Unidad aprox. 5 lb),2.5,2.06,-18.0,317,6,2026,2,2026-06-Q2,AZUAY,perecedero,completo
Melon (Unidad aprox. 5 lb),2.06,2.0,-3.0,318,7,2026,1,2026-07-Q1,AZUAY,perecedero,completo
Mora de Castilla (Caja aprox. 5 lb),6.5,5.75,-12.0,315,5,2026,2,2026-05-Q2,AZUAY,perecedero,completo
Mora de Castilla (Caja aprox. 5 lb),5.44,6.5,20.0,313,4,2026,2,2026-04-Q2,AZUAY,perecedero,completo
Mora de Castilla (Caja aprox. 5 lb),5.17,5.44,5.0,311,3,2026,2,2026-03-Q2,AZUAY,perecedero,completo
Mora de Castilla (Caja aprox. 5 lb),3.88,5.17,33.0,309,2,2026,2,2026-02-Q2,AZUAY,perecedero,completo
Mora de Castilla (Caja aprox. 5 lb),3.5,3.88,11.0,307,1,2026,2,2026-01-Q2,AZUAY,perecedero,completo
Naranja (Malla aprox. 100 lb),23.33,16.63,-29.0,311,3,2026,2,2026-03-Q2,AZUAY,perecedero,completo
Naranja (Malla aprox. 100 lb),16.63,13.17,-21.0,313,4,2026,2,2026-04-Q2,AZUAY,perecedero,completo
Mora de Castilla (Caja aprox. 5 lb),5.75,3.75,-35.0,317,6,2026,2,2026-06-Q2,AZUAY,perecedero,completo
Naranja (Malla aprox. 100 lb),24.25,23.33,-4.0,309,2,2026,2,2026-02-Q2,AZUAY,perecedero,completo
Mora de Castilla (Caja aprox. 5 lb),3.75,3.88,3.0,318,7,2026,1,2026-07-Q1,AZUAY,perecedero,completo
Naranja (Malla aprox. 100 lb),13.17,12.0,,315,5,2026,2,2026-05-Q2,AZUAY,perecedero,completo
Naranja (Malla aprox. 100 lb),15.56,24.25,56.0,307,1,2026,2,2026-01-Q2,AZUAY,perecedero,completo
Naranjlla Hibrida (Caja aprox. 30 lb),17.5,17.5,0.0,309,2,2026,2,2026-02-Q2,AZUAY,perecedero,completo
Naranjlla Hibrida (Caja aprox. 30 lb),17.5,18.25,4.0,311,3,2026,2,2026-03-Q2,AZUAY,perecedero,completo
Naranjilla Hibrida (Caja aprox. 30 lb),18.33,17.5,-5.0,307,1,2026,2,2026-01-Q2,AZUAY,perecedero,completo
Naranja (Malla aprox. 100 lb),12.0,11.63,-3.0,317,6,2026,2,2026-06-Q2,AZUAY,perecedero,completo
Naranjilla Hibrida (Caja aprox. 30 lb),18.25,19.33,6.0,313,4,2026,2,2026-04-Q2,AZUAY,perecedero,completo
Naranjilla Hibrida (Caja aprox. 30 lb),19.33,21.0,9.0,315,5,2026,2,2026-05-Q2,AZUAY,perecedero,completo
Naranja (Malla aprox. 100 lb),11.63,12.25,5.0,318,7,2026,1,2026-07-Q1,AZUAY,perecedero,completo
Papa Super Chola (Quintal aprox. 100 lb),26.0,25.38,-2.0,307,1,2026,2,2026-01-Q2,AZUAY,perecedero,completo
Papa Super Chola (Quintal aprox. 100 lb),21.25,23.33,10.0,313,4,2026,2,2026-04-Q2,AZUAY,perecedero,completo
Papa Super Chola (Quintal aprox. 100 lb),25.38,25.33,0.0,309,2,2026,2,2026-02-Q2,AZUAY,perecedero,completo
Naranjlla Hibrida (Caja aprox. 30 lb),21.0,22.0,5.0,317,6,2026,2,2026-06-Q2,AZUAY,perecedero,completo
Naranjilla Hibrida (Caja aprox. 30 lb),22.0,21.5,-2.0,318,7,2026,1,2026-07-Q1,AZUAY,perecedero,completo
Papa Super Chola (Quintal aprox. 100 lb),25.33,21.25,-16.0,311,3,2026,2,2026-03-Q2,AZUAY,perecedero,completo
Papa Super Chola (Quintal aprox. 100 lb),23.33,27.67,19.0,315,5,2026,2,2026-05-Q2,AZUAY,perecedero,completo
Papa Super Chola (Quintal aprox. 100 lb),32.25,33.75,5.0,318,7,2026,1,2026-07-Q1,AZUAY,perecedero,completo
Papaya Nacional (Unidad aprox. 4 lb),,,,315,5,2026,2,2026-05-Q2,AZUAY,perecedero,invalido
Papaya Nacional (Unidad aprox. 4 lb),,,,313,4,2026,2,2026-04-Q2,AZUAY,perecedero,invalido
Papa Super Chola (Quintal aprox. 100 lb),27.67,32.25,17.0,317,6,2026,2,2026-06-Q2,AZUAY,perecedero,completo
Papaya Nacional (Unidad aprox. 4 lb),,,,311,3,2026,2,2026-03-Q2,AZUAY,perecedero,invalido
Papaya Nacional (Unidad aprox. 4 lb),,,,307,1,2026,2,2026-01-Q2,AZUAY,perecedero,invalido
Papaya Nacional (Unidad aprox. 4 lb),,,,309,2,2026,2,2026-02-Q2,AZUAY,perecedero,invalido
Pepinillo Pepino (Saco aprox. 45 lb),,,,315,5,2026,2,2026-05-Q2,AZUAY,perecedero,invalido
Pepinillo Pepino (Saco aprox. 45 lb),,,,307,1,2026,2,2026-01-Q2,AZUAY,perecedero,invalido
Pepinillo Pepino (Saco aprox. 45 lb),,,,309,2,2026,2,2026-02-Q2,AZUAY,perecedero,invalido
Papaya Nacional (Unidad aprox. 4 lb),,,,318,7,2026,1,2026-07-Q1,AZUAY,perecedero,invalido
Pepinillo Pepino (Saco aprox. 45 lb),,,,313,4,2026,2,2026-04-Q2,AZUAY,perecedero,invalido
Pepinillo Pepino (Saco aprox. 45 lb),,,,311,3,2026,2,2026-03-Q2,AZUAY,perecedero,invalido
Papaya Nacional (Unidad aprox. 4 lb),,,,317,6,2026,2,2026-06-Q2,AZUAY,perecedero,invalido
Pepinillo Pepino (Saco aprox. 45 lb),,,,318,7,2026,1,2026-07-Q1,AZUAY,perecedero,invalido
Pepinillo Pepino (Saco aprox. 45 lb),,,,317,6,2026,2,2026-06-Q2,AZUAY,perecedero,invalido
Pimiento (Saco aprox. 45 lb),12.67,11.0,-13.0,307,1,2026,2,2026-01-Q2,AZUAY,perecedero,completo
Pimiento (Saco aprox. 45 lb),11.0,10.33,-6.0,309,2,2026,2,2026-02-Q2,AZUAY,perecedero,completo
Pimiento (Saco aprox. 45 lb),14.0,14.33,2.0,313,4,2026,2,2026-04-Q2,AZUAY,perecedero,completo
Pimiento (Saco aprox. 45 lb),14.33,12.67,-12.0,315,5,2026,2,2026-05-Q2,AZUAY,perecedero,completo
Pimiento (Saco aprox. 45 lb),10.33,14.0,35.0,311,3,2026,2,2026-03-Q2,AZUAY,perecedero,completo
Pimiento (Saco aprox. 45 lb),12.67,14.0,11.0,317,6,2026,2,2026-06-Q2,AZUAY,perecedero,completo
Pina (Docena aprox. 65 lb),20.67,20.5,-1.0,311,3,2026,2,2026-03-Q2,AZUAY,perecedero,completo
Pina (Docena aprox. 65 lb),20.5,18.83,-8.0,313,4,2026,2,2026-04-Q2,AZUAY,perecedero,completo
Pina (Docena aprox. 65 lb),18.83,17.5,-7.0,315,5,2026,2,2026-05-Q2,AZUAY,perecedero,completo
Pina (Docena aprox. 65 lb),20.0,20.67,3.0,309,2,2026,2,2026-02-Q2,AZUAY,perecedero,completo
Pimiento (Saco aprox. 45 lb),14.0,12.75,-9.0,318,7,2026,1,2026-07-Q1,AZUAY,perecedero,completo
Pina (Docena aprox. 65 lb),20.0,20.0,0.0,307,1,2026,2,2026-01-Q2,AZUAY,perecedero,completo
Pina (Docena aprox. 65 lb),17.5,18.5,6.0,317,6,2026,2,2026-06-Q2,AZUAY,perecedero,completo
Platano Barraganete Maduro (Caja aprox. 105 lb),47.0,44.17,-6.0,309,2,2026,2,2026-02-Q2,AZUAY,perecedero,completo
Pina (Docena aprox. 65 lb),18.5,20.0,8.0,318,7,2026,1,2026-07-Q1,AZUAY,perecedero,completo
Platano Barraganete Maduro (Caja aprox. 105 lb),44.17,31.88,-28.0,311,3,2026,2,2026-03-Q2,AZUAY,perecedero,completo
Platano Barraganete Maduro (Caja aprox. 105 lb),32.5,31.0,-5.0,315,5,2026,2,2026-05-Q2,AZUAY,perecedero,completo
Platano Barraganete Maduro (Caja aprox. 105 lb),54.56,47.0,-14.0,307,1,2026,2,2026-01-Q2,AZUAY,perecedero,completo
Platano Barraganete Maduro (Caja aprox. 105 lb),31.88,32.5,2.0,313,4,2026,2,2026-04-Q2,AZUAY,perecedero,completo
Platano Barraganete Verde (Caja aprox. 105 lb),44.17,31.88,-28.0,311,3,2026,2,2026-03-Q2,AZUAY,perecedero,completo
Platano Barraganete Maduro (Caja aprox. 105 lb),36.75,45.0,22.0,318,7,2026,1,2026-07-Q1,AZUAY,perecedero,completo
Platano Barraganete Verde (Caja aprox. 105 lb),31.88,32.5,2.0,313,4,2026,2,2026-04-Q2,AZUAY,perecedero,completo
Platano Barraganete Verde (Caja aprox. 105 lb),32.5,31.0,-5.0,315,5,2026,2,2026-05-Q2,AZUAY,perecedero,completo
Platano Barraganete Verde (Caja aprox. 105 lb),47.0,44.17,,309,2,2026,2,2026-02-Q2,AZUAY,perecedero,completo
Platano Barraganete Verde (Caja aprox. 105 lb),54.56,47.0,-14.0,307,1,2026,2,2026-01-Q2,AZUAY,perecedero,completo
Platano Barraganete Maduro (Caja aprox. 105 lb),31.0,36.75,19.0,317,6,2026,2,2026-06-Q2,AZUAY,perecedero,completo
