producto_raw,precio_anterior,precio_actual,variacion,boletin_num,mes,año,quincena,quincena_id,provincia,categoria,estado_precio
Azucar Blanca (Saco aprox. 50 Kg),44.83,45.0,0.0,241,2,2023,2,2023-02-Q2,AZUAY,no_perecedero,completo
Azucar Blanca (Saco aprox. 50 Kg),46.34,45.25,-2.0,275,9,2024,2,2024-09-Q2,AZUAY,no_perecedero,completo
Azuicar Blanca (Saco aprox. 50 Kg),41.17,45.08,10.0,232,9,2022,2,2022-09-Q2,AZUAY,no_perecedero,completo
Azucar Blanca (Saco aprox. 50 Kg),34.84,34.92,0.0,214,12,2021,2,2021-12-Q2,AZUAY,no_perecedero,completo
Azucar Blanca (Saco aprox. 50 Kg),34.67,34.67,0.0,200,5,2021,2,2021-05-Q2,AZUAY,no_perecedero,completo
Azucar Blanca (Saco aprox. 50 Kg),45.13,45.0,0.0,279,11,2024,2,2024-11-Q2,AZUAY,no_perecedero,completo
Azicar Blanca (Saco aprox. 50 Kg),35.45,35.92,1.0,222,4,2022,2,2022-04-Q2,AZUAY,no_perecedero,completo
Azicar Blanca (Saco aprox. 50Kg),35.13,35.0,0.0,152,5,2019,2,2019-05-Q2,AZUAY,no_perecedero,completo
Azucar Blanca (Saco aprox. 50 Kg),36.17,35.58,-2.0,182,8,2020,2,2020-08-Q2,AZUAY,no_perecedero,completo
Azucar Blanca (Saco aprox. 50 Kg),50.0,50.0,0.0,261,12,2023,2,2023-12-Q2,AZUAY,no_perecedero,completo
Arroz Pilado Natural Grano Largo (qq),45.08,47.5,5.0,228,7,2022,2,2022-07-Q2,AZUAY,no_perecedero,completo
Azuicar Blanca (Saco aprox. 50 Kg),47.5,46.13,-3.0,271,7,2024,2,2024-07-Q2,AZUAY,no_perecedero,completo
Azucar Blanca (Saco aprox. 50 Kg),34.67,34.74,0.0,206,8,2021,2,2021-08-Q2,AZUAY,no_perecedero,completo
Azucar Blanca (Saco aprox. 50 Kg),46.13,46.34,0.0,273,8,2024,2,2024-08-Q2,AZUAY,no_perecedero,completo
Azuicar Blanca (Saco aprox. 50Kg),36.17,34.25,-5.0,146,2,2019,2,2019-02-Q2,AZUAY,no_perecedero,completo
Azucar Blanca (Saco aprox. 50 Kg),44.92,45.0,0.0,247,5,2023,2,2023-05-Q2,AZUAY,no_perecedero,completo
Azuicar Blanca (Saco aprox. 50 kg),35.0,35.0,0.0,156,7,2019,2,2019-07-Q2,AZUAY,no_perecedero,completo
Azucar Blanca (Saco aprox. 50 Kg),35.58,35.27,-1.0,184,9,2020,2,2020-09-Q2,AZUAY,no_perecedero,completo
Azucar Blanca (Saco aprox. 50 Kg),50.69,50.44,0.0,257,10,2023,2,2023-10-Q2,AZUAY,no_perecedero,completo
Azuicar Blanca (Saco aprox. 50 Kg),36.25,36.0,-1.0,176,5,2020,2,2020-05-Q2,AZUAY,no_perecedero,completo
Azuicar Blanca (Saco aprox. 50 Kg),36.13,41.0,13.0,226,6,2022,2,2022-06-Q2,AZUAY,no_perecedero,completo
Azucar Blanca (Saco aprox. 50 Kg),45.0,45.33,1.0,249,6,2023,2,2023-06-Q2,AZUAY,no_perecedero,completo
Azucar Blanca (Saco aprox. 50 Kg),35.58,35.55,0.0,188,11,2020,2,2020-11-Q2,AZUAY,no_perecedero,completo
Azicar Blanca (Saco aprox. 50 kg),35.0,35.0,0.0,154,6,2019,2,2019-06-Q2,AZUAY,no_perecedero,completo
Azucar Blanca (Saco aprox. 50 Kg),48.34,47.5,-2.0,269,6,2024,2,2024-06-Q2,AZUAY,no_perecedero,completo
Azuicar Blanca (Saco aprox. 50Kg),35.0,35.33,1.0,172,3,2020,2,2020-03-Q2,AZUAY,no_perecedero,completo
Azucar Blanca (Saco aprox. 50 Kg),34.67,34.67,0.0,198,4,2021,2,2021-04-Q2,AZUAY,no_perecedero,completo
Azucar Blanca (Saco aprox. 50 Kg),49.2,47.0,-4.0,264,2,2024,1,2024-02-Q1,AZUAY,no_perecedero,completo
Azucar Blanca (Saco aprox. 50 Kg),48.86,50.69,4.0,255,9,2023,2,2023-09-Q2,AZUAY,no_perecedero,completo
Azuicar Blanca (Saco aprox. 50 Kg),34.75,34.84,0.0,212,11,2021,2,2021-11-Q2,AZUAY,no_perecedero,completo
Azucar Blanca (Saco aprox. 50 Kg),44.58,44.83,1.0,239,1,2023,2,2023-01-Q2,AZUAY,no_perecedero,completo
Azicar Blanca (Saco aprox. 50 Kg),45.0,45.0,0.0,236,11,2022,2,2022-11-Q2,AZUAY,no_perecedero,completo
Azucar Blanca (Saco aprox. 50 Kg),47.12,48.86,4.0,253,8,2023,2,2023-08-Q2,AZUAY,no_perecedero,completo
Azuicar Blanca (Saco aprox. 50 Kg),45.0,44.58,-1.0,237,12,2022,2,2022-12-Q2,AZUAY,no_perecedero,completo
Azucar Blanca (Saco aprox. 50 Kg),35.55,34.67,-2.0,190,12,2020,2,2020-12-Q2,AZUAY,no_perecedero,completo
Azucar Blanca (Saco aprox. 50 kg),35.0,35.0,0.0,158,8,2019,2,2019-08-Q2,AZUAY,no_perecedero,completo
Azucar Blanca (Saco aprox. 50 Kg),45.0,45.0,0.0,243,3,2023,2,2023-03-Q2,AZUAY,no_perecedero,completo
Azucar Blanca (Saco aprox. 50 Kg),45.25,45.13,0.0,277,10,2024,2,2024-10-Q2,AZUAY,no_perecedero,completo
Azucar Blanca (Saco aprox. 50 Kg),34.75,34.67,0.0,196,3,2021,2,2021-03-Q2,AZUAY,no_perecedero,completo
Fideo Lazo Chico (Paca aprox. 20 Kg),18.92,18.92,0.0,245,4,2023,2,2023-04-Q2,AZUAY,no_perecedero,completo
Azucar Blanca (Saco aprox. 50 Kg),34.6,34.67,0.0,204,7,2021,2,2021-07-Q2,AZUAY,no_perecedero,completo
Azuicar Blanca (Saco aprox. 50 Kg),35.92,36.13,1.0,224,5,2022,2,2022-05-Q2,AZUAY,no_perecedero,completo
Azucar Blanca (Saco aprox. 50 Kg),45.0,47.12,5.0,251,7,2023,2,2023-07-Q2,AZUAY,no_perecedero,completo
Azucar Blanca (Saco aprox. 50 Kg),36.47,36.17,-1.0,180,7,2020,2,2020-07-Q2,AZUAY,no_perecedero,completo
Azucar Blanca (Saco aprox. 50 Kg),34.92,35.34,1.0,216,1,2022,2,2022-01-Q2,AZUAY,no_perecedero,completo
Azuicar Blanca (Saco aprox. 50 Kg),47.56,48.08,1.0,266,3,2024,2,2024-03-Q2,AZUAY,no_perecedero,completo
Azucar Blanca (Saco aprox. 50 Kg),35.33,36.25,3.0,174,4,2020,2,2020-04-Q2,AZUAY,no_perecedero,completo
Azucar Blanca (Saco aprox. 50 Kg),36.0,36.47,1.0,178,6,2020,2,2020-06-Q2,AZUAY,no_perecedero,completo
Azuicar Blanca (Saco aprox. 50 Kg),41.25,41.17,,230,8,2022,2,2022-08-Q2,AZUAY,no_perecedero,completo
Azucar Blanca (Saco aprox. 50Kg),34.25,35.67,4.0,148,3,2019,2,2019-03-Q2,AZUAY,no_perecedero,completo
Azucar Blanca (Saco aprox. 50 Kg),48.08,48.67,1.0,266,4,2024,2,2024-04-Q2,AZUAY,no_perecedero,completo
Avena Hojuelas (Saco aprox. 50 lb),17.5,18.0,3.0,166,12,2019,2,2019-12-Q2,AZUAY,no_perecedero,completo
Azucar Blanca (Saco aprox. 50 Kg),50.0,49.2,-2.0,263,1,2024,2,2024-01-Q2,AZUAY,no_perecedero,completo
Azucar Blanca (Saco aprox. 50 Kg),34.67,34.5,0.0,192,1,2021,2,2021-01-Q2,AZUAY,no_perecedero,completo
Azucar Blanca (Saco aprox. 50kg),36.33,36.17,0.0,144,1,2019,2,2019-01-Q2,AZUAY,no_perecedero,completo
Azucar Blanca (Saco aprox. 50 Kg),45.0,45.13,0.0,281,12,2024,2,2024-12-Q2,AZUAY,no_perecedero,completo
Azuicar Blanca (Saco aprox. 50 Kg),34.67,34.6,0.0,202,6,2021,2,2021-06-Q2,AZUAY,no_perecedero,completo
Avena Hojuelas (Saco aprox. 50 lb),16.5,16.75,2.0,162,10,2019,2,2019-10-Q2,AZUAY,no_perecedero,completo
Azicar Blanca (Saco aprox. 50Kg),34.5,35.0,1.0,170,2,2020,2,2020-02-Q2,AZUAY,no_perecedero,completo
Azicar Blanca (Saco aprox. 50 Kg),35.0,35.45,1.0,220,3,2022,2,2022-03-Q2,AZUAY,no_perecedero,completo
Azuicar Blanca (Saco aprox. 50 Kg),35.34,35.0,-1.0,218,2,2022,2,2022-02-Q2,AZUAY,no_perecedero,completo
Azucar Blanca (Saco aprox. 50 Kg),34.74,34.67,0.0,208,9,2021,2,2021-09-Q2,AZUAY,no_perecedero,completo
Azucar Blanca (Saco aprox. 50 Kg),34.67,34.75,0.0,210,10,2021,2,2021-10-Q2,AZUAY,no_perecedero,completo
Azuicar Blanca (Saco aprox. 50 kg),35.0,34.92,0.0,160,9,2019,2,2019-09-Q2,AZUAY,no_perecedero,completo
Azucar Blanca (Saco aprox. 50 Kg),50.44,50.0,-1.0,259,11,2023,2,2023-11-Q2,AZUAY,no_perecedero,completo
Avena Hojuelas (Saco aprox. 5olb),16.67,15.6,-6.0,150,4,2019,2,2019-04-Q2,AZUAY,no_perecedero,completo
Azuicar Blanca (Saco aprox. 50 Kg),45.08,45.0,0.0,234,10,2022,2,2022-10-Q2,AZUAY,no_perecedero,completo
Azucar Blanca (Saco aprox. 50 Kg),34.5,34.75,1.0,194,2,2021,2,2021-02-Q2,AZUAY,no_perecedero,completo
Arveja Seca (qq),45.74,44.83,-2.0,267,5,2024,2,2024-05-Q2,AZUAY,no_perecedero,completo
Fideo Lazo Chico (Paca aprox. 20 Kg),17.0,17.0,0.0,176,5,2020,2,2020-05-Q2,AZUAY,no_perecedero,completo
Fideo Lazo Chico (Paca aprox. 20 Kg),18.92,18.92,0.0,269,6,2024,2,2024-06-Q2,AZUAY,no_perecedero,completo
Fideo Lazo Chico (Paca aprox. 20 Kg),18.92,18.92,0.0,279,11,2024,2,2024-11-Q2,AZUAY,no_perecedero,completo
Fideo Lazo Chico (Paca aprox. 20 Kg),17.0,18.92,11.0,198,4,2021,2,2021-04-Q2,AZUAY,no_perecedero,completo
Fideo Lazo Chico (Paca aprox. 20Kg),17.0,17.0,0.0,172,3,2020,2,2020-03-Q2,AZUAY,no_perecedero,completo
Fideo Lazo Chico (Paca aprox.20Kg),17.0,17.0,0.0,170,2,2020,2,2020-02-Q2,AZUAY,no_perecedero,completo
Fideo Lazo Chico (Paca aprox. 20 Kg),18.92,18.92,0.0,249,6,2023,2,2023-06-Q2,AZUAY,no_perecedero,completo
Fideo Lazo Chico (Paca aprox. 20 kg),17.0,17.0,0.0,154,6,2019,2,2019-06-Q2,AZUAY,no_perecedero,completo
Fideo Lazo Chico (Paca aprox. 20 Kg),17.0,17.0,0.0,174,4,2020,2,2020-04-Q2,AZUAY,no_perecedero,completo
Fideo Lazo Chico (Paca aprox. 20 Kg),18.92,18.92,0.0,253,8,2023,2,2023-08-Q2,AZUAY,no_perecedero,completo
Fideo Lazo Chico (Paca aprox. 20 Kg),18.92,18.92,0.0,218,2,2022,2,2022-02-Q2,AZUAY,no_perecedero,completo
Fideo Lazo Chico (Paca aprox. 20 Kg),18.92,18.92,0.0,220,3,2022,2,2022-03-Q2,AZUAY,no_perecedero,completo
Fideo Lazo Chico (Paca aprox. 20 Kg),17.0,17.0,0.0,188,11,2020,2,2020-11-Q2,AZUAY,no_perecedero,completo
Fideo Lazo Chico (Paca aprox. 20Kg),19.8,16.0,-19.0,144,1,2019,2,2019-01-Q2,AZUAY,no_perecedero,completo
Fideo Lazo Chico (Paca aprox. 20 Kg),17.0,17.0,0.0,180,7,2020,2,2020-07-Q2,AZUAY,no_perecedero,completo
Fideo Lazo Chico (Paca aprox. 20 Kg),18.92,19.14,1.0,214,12,2021,2,2021-12-Q2,AZUAY,no_perecedero,completo
Arveja Seca (qq),47.17,48.67,3.0,228,7,2022,2,2022-07-Q2,AZUAY,no_perecedero,completo
Fideo Lazo Chico (Paca aprox. 20 Kg),18.92,18.92,0.0,261,12,2023,2,2023-12-Q2,AZUAY,no_perecedero,completo
Fideo Lazo Chico (Paca aprox. 20 Kg),17.0,17.0,0.0,194,2,2021,2,2021-02-Q2,AZUAY,no_perecedero,completo
Fideo Lazo Chico (Paca aprox. 20 kg),17.0,17.0,0.0,160,9,2019,2,2019-09-Q2,AZUAY,no_perecedero,completo
Fideo Lazo Chico (Paca aprox. 20 Kg),18.92,18.92,0.0,200,5,2021,2,2021-05-Q2,AZUAY,no_perecedero,completo
Avena Hojuelas (Saco aprox. 50 lb),22.87,23.17,1.0,267,5,2024,2,2024-05-Q2,AZUAY,no_perecedero,completo
Fideo Lazo Chico (Paca aprox. 20 Kg),18.92,18.92,0.0,230,8,2022,2,2022-08-Q2,AZUAY,no_perecedero,completo
Fideo Lazo Chico (Paca aprox. 20 Kg),18.92,18.92,0.0,243,3,2023,2,2023-03-Q2,AZUAY,no_perecedero,completo
Fideo Lazo Chico (Paca aprox. 20 Kg),18.92,18.92,0.0,255,9,2023,2,2023-09-Q2,AZUAY,no_perecedero,completo
Fideo Lazo Chico (Paca aprox. 20 Kg),18.92,18.92,0.0,202,6,2021,2,2021-06-Q2,AZUAY,no_perecedero,completo
Fideo Lazo Chico (Paca aprox. 20 Kg),18.92,18.92,0.0,266,4,2024,2,2024-04-Q2,AZUAY,no_perecedero,completo
Fideo Lazo Chico (Paca aprox. 20 Kg),18.92,18.92,0.0,212,11,2021,2,2021-11-Q2,AZUAY,no_perecedero,completo
Fideo Lazo Chico (Paca aprox. 20 Kg),18.92,18.92,0.0,204,7,2021,2,2021-07-Q2,AZUAY,no_perecedero,completo
Fideo Lazo Chico (Paca aprox. 20 Kg),18.92,18.92,0.0,264,2,2024,1,2024-02-Q1,AZUAY,no_perecedero,completo
Fideo Lazo Chico (Paca aprox. 20 Kg),18.92,18.92,,239,1,2023,2,2023-01-Q2,AZUAY,no_perecedero,completo
Fideo Lazo Chico (Paca aprox. 20Kg),15.75,16.94,8.0,148,3,2019,2,2019-03-Q2,AZUAY,no_perecedero,completo
Fideo Lazo Chico (Paca aprox. 20 Kg),17.0,17.0,0.0,196,3,2021,2,2021-03-Q2,AZUAY,no_perecedero,completo
Fideo Lazo Chico (Paca aprox. 20 kg),17.0,17.0,0.0,158,8,2019,2,2019-08-Q2,AZUAY,no_perecedero,completo
Fideo Lazo Chico (Paca aprox. 20 Kg),18.92,18.92,0.0,226,6,2022,2,2022-06-Q2,AZUAY,no_perecedero,completo
Fideo Lazo Chico (Paca aprox. 20 Kg),17.0,17.0,0.0,182,8,2020,2,2020-08-Q2,AZUAY,no_perecedero,completo
Fideo Lazo Chico (Paca aprox. 20 Kg),17.0,17.0,0.0,178,6,2020,2,2020-06-Q2,AZUAY,no_perecedero,completo
Fideo Lazo Chico (Paca aprox. 20 Kg),18.92,18.92,0.0,236,11,2022,2,2022-11-Q2,AZUAY,no_perecedero,completo
Fideo Lazo Chico (Paca aprox. 20 Kg),19.14,18.92,-1.0,216,1,2022,2,2022-01-Q2,AZUAY,no_perecedero,completo
Fideo Lazo Chico (Paca aprox. 20Kg),17.0,17.0,0.0,167,1,2020,1,2020-01-Q1,AZUAY,no_perecedero,completo
Fideo Lazo Chico (Paca aprox. 20 Kg),18.92,18.92,0.0,251,7,2023,2,2023-07-Q2,AZUAY,no_perecedero,completo
Fideo Lazo Chico (Paca aprox. 20 Kg),18.92,18.92,0.0,275,9,2024,2,2024-09-Q2,AZUAY,no_perecedero,completo
Fideo Lazo Chico (Paca aprox. 20 Kg),18.92,18.92,0.0,232,9,2022,2,2022-09-Q2,AZUAY,no_perecedero,completo
Fideo Lazo Chico (Paca aprox. 20 Kg),17.0,17.0,0.0,186,10,2020,2,2020-10-Q2,AZUAY,no_perecedero,completo
Fideo Lazo Chico (Paca aprox. 20 Kg),17.0,17.0,0.0,192,1,2021,2,2021-01-Q2,AZUAY,no_perecedero,completo
Fideo Lazo Chico (Paca aprox. 20 Kg),18.92,18.92,0.0,247,5,2023,2,2023-05-Q2,AZUAY,no_perecedero,completo
Azuicar Blanca (Saco aprox. 50 kg),35.75,35.67,0.0,166,12,2019,2,2019-12-Q2,AZUAY,no_perecedero,completo
Fideo Lazo Chico (Paca aprox. 20 Kg),18.92,18.92,0.0,241,2,2023,2,2023-02-Q2,AZUAY,no_perecedero,completo
Azucar Blanca (Saco aprox. 50 kg),34.92,35.2,1.0,162,10,2019,2,2019-10-Q2,AZUAY,no_perecedero,completo
Fideo Lazo Chico (Paca aprox. 20 kg),17.0,17.0,0.0,156,7,2019,2,2019-07-Q2,AZUAY,no_perecedero,completo
Fideo Lazo Chico (Paca aprox. 20 Kg),18.92,18.92,0.0,210,10,2021,2,2021-10-Q2,AZUAY,no_perecedero,completo
Fideo Lazo Chico (Paca aprox. 20 Kg),18.92,18.92,0.0,206,8,2021,2,2021-08-Q2,AZUAY,no_perecedero,completo
Fideo Lazo Chico (Paca aprox. 20 Kg),18.92,18.92,0.0,273,8,2024,2,2024-08-Q2,AZUAY,no_perecedero,completo
Fideo Lazo Chico (Paca aprox. 20 Kg),18.92,18.92,0.0,234,10,2022,2,2022-10-Q2,AZUAY,no_perecedero,completo
Fideo Lazo Chico (Paca aprox. 20 Kg),17.0,17.0,0.0,163,11,2019,1,2019-11-Q1,AZUAY,no_perecedero,completo
Fideo Lazo Chico (Paca aprox. 20Kg),16.0,15.75,-2.0,146,2,2019,2,2019-02-Q2,AZUAY,no_perecedero,completo
Fideo Lazo Chico (Paca aprox. 20 Kg),18.92,18.92,0.0,271,7,2024,2,2024-07-Q2,AZUAY,no_perecedero,completo
Fideo Lazo Chico (Paca aprox. 20 Kg),18.92,18.92,0.0,224,5,2022,2,2022-05-Q2,AZUAY,no_perecedero,completo
Fideo Lazo Chico (Paca aprox. 20 Kg),18.92,18.92,0.0,222,4,2022,2,2022-04-Q2,AZUAY,no_perecedero,completo
Fideo Lazo Chico (Paca aprox. 20 Kg),18.92,18.92,0.0,277,10,2024,2,2024-10-Q2,AZUAY,no_perecedero,completo
Azucar Blanca (Saco aprox. 50Kg),35.67,35.13,-1.0,150,4,2019,2,2019-04-Q2,AZUAY,no_perecedero,completo
Fideo Lazo Chico (Paca aprox. 20 Kg),18.92,18.92,0.0,257,10,2023,2,2023-10-Q2,AZUAY,no_perecedero,completo
Fideo Lazo Chico (Paca aprox. 20 Kg),18.92,18.92,0.0,266,3,2024,2,2024-03-Q2,AZUAY,no_perecedero,completo
Fideo Lazo Chico (Paca aprox. 20 Kg),17.0,17.0,0.0,184,9,2020,2,2020-09-Q2,AZUAY,no_perecedero,completo
Fideo Lazo Chico (Paca aprox. 20 Kg),18.92,18.92,0.0,263,1,2024,2,2024-01-Q2,AZUAY,no_perecedero,completo
Fideo Lazo Chico (Paca aprox. 20 Kg),17.0,17.0,0.0,190,12,2020,2,2020-12-Q2,AZUAY,no_perecedero,completo
Frejol Seco Canario (qq),149.17,157.5,6.0,245,4,2023,2,2023-04-Q2,AZUAY,no_perecedero,completo
Fideo Lazo Chico (Paca aprox. 20 Kg),18.92,18.92,0.0,208,9,2021,2,2021-09-Q2,AZUAY,no_perecedero,completo
Fideo Lazo Chico (Paca aprox. 20 Kg),18.92,18.92,0.0,259,11,2023,2,2023-11-Q2,AZUAY,no_perecedero,completo
Fideo Lazo Chico (Paca aprox. 20 Kg),18.92,18.92,0.0,281,12,2024,2,2024-12-Q2,AZUAY,no_perecedero,completo
Fideo Lazo Chico (Paca aprox. 20Kg),17.0,17.0,0.0,152,5,2019,2,2019-05-Q2,AZUAY,no_perecedero,completo
Fideo Lazo Chico (Paca aprox. 20 Kg),18.92,18.92,0.0,237,12,2022,2,2022-12-Q2,AZUAY,no_perecedero,completo
Frejol Seco Canario (qq),101.67,100.56,-1.0,188,11,2020,2,2020-11-Q2,AZUAY,no_perecedero,completo
Frejol Seco Canario (qq),85.0,80.67,-5.0,206,8,2021,2,2021-08-Q2,AZUAY,no_perecedero,completo
Fideo Lazo Chico (Paca aprox. 20 kg),17.0,17.0,0.0,162,10,2019,2,2019-10-Q2,AZUAY,no_perecedero,completo
Fideo Lazo Chico (Paca aprox. 20 kg),17.0,17.0,0.0,166,12,2019,2,2019-12-Q2,AZUAY,no_perecedero,completo
Frejol Seco Canario (qq),127.09,139.17,10.0,241,2,2023,2,2023-02-Q2,AZUAY,no_perecedero,completo
Frejol Seco Canario (qq),138.67,140.0,1.0,259,11,2023,2,2023-11-Q2,AZUAY,no_perecedero,completo
Frejol Seco Canario (qq),82.5,80.42,-3.0,210,10,2021,2,2021-10-Q2,AZUAY,no_perecedero,completo
Frejol Seco Canario (qq),90.0,88.34,-2.0,146,2,2019,2,2019-02-Q2,AZUAY,no_perecedero,completo
Frejol Seco Canario (qq),139.17,149.17,7.0,243,3,2023,2,2023-03-Q2,AZUAY,no_perecedero,completo
Frejol Seco Canario (qq),118.34,120.0,1.0,182,8,2020,2,2020-08-Q2,AZUAY,no_perecedero,completo
Frejol Seco Canario (qq),90.0,85.0,-6.0,204,7,2021,2,2021-07-Q2,AZUAY,no_perecedero,completo
Frejol Seco Canario (qq),147.78,145.84,-1.0,266,3,2024,2,2024-03-Q2,AZUAY,no_perecedero,completo
Frejol Seco Canario (qq),98.34,97.08,-1.0,194,2,2021,2,2021-02-Q2,AZUAY,no_perecedero,completo
Frejol Seco Canario (qq),157.5,160.0,2.0,249,6,2023,2,2023-06-Q2,AZUAY,no_perecedero,completo
Frejol Seco Canario (qq),100.56,98.67,-2.0,190,12,2020,2,2020-12-Q2,AZUAY,no_perecedero,completo
Frejol Seco Canario (qq),108.67,101.67,-6.0,186,10,2020,2,2020-10-Q2,AZUAY,no_perecedero,completo
Frejol Seco Canario (qq),80.55,79.17,-2.0,222,4,2022,2,2022-04-Q2,AZUAY,no_perecedero,completo
Frejol Seco Canario (qq),106.67,103.0,-3.0,277,10,2024,2,2024-10-Q2,AZUAY,no_perecedero,completo
Frejol Seco Canario (qq),125.0,127.09,2.0,239,1,2023,2,2023-01-Q2,AZUAY,no_perecedero,completo
Frejol Seco Canario (qq),80.83,80.55,0.0,220,3,2022,2,2022-03-Q2,AZUAY,no_perecedero,completo
Frejol Seco Canario (qq),113.75,108.89,-4.0,170,2,2020,2,2020-02-Q2,AZUAY,no_perecedero,completo
Frejol Seco Canario (qq),88.34,86.67,-2.0,148,3,2019,2,2019-03-Q2,AZUAY,no_perecedero,completo
Haba Seca (qq),60.0,60.0,0.0,245,4,2023,2,2023-04-Q2,AZUAY,no_perecedero,completo
Frejol Seco Canario (qq),140.0,142.5,2.0,176,5,2020,2,2020-05-Q2,AZUAY,no_perecedero,completo
Frejol Seco Canario (qq),95.0,86.67,-9.0,281,12,2024,2,2024-12-Q2,AZUAY,no_perecedero,completo
Frejol Seco Canario (qq),88.33,88.33,0.0,158,8,2019,2,2019-08-Q2,AZUAY,no_perecedero,completo
Frejol Seco Canario (qq),102.08,125.0,22.0,237,12,2022,2,2022-12-Q2,AZUAY,no_perecedero,completo
Frejol Seco Canario (qq),147.5,142.5,-3.0,269,6,2024,2,2024-06-Q2,AZUAY,no_perecedero,completo
Frejol Seco Canario (qq),145.84,149.33,2.0,266,4,2024,2,2024-04-Q2,AZUAY,no_perecedero,completo
Frejol Seco Canario (qq),78.75,80.83,3.0,214,12,2021,2,2021-12-Q2,AZUAY,no_perecedero,completo
Frejol Seco Canario (qq),94.0,92.5,-2.0,198,4,2021,2,2021-04-Q2,AZUAY,no_perecedero,completo
Frejol Seco Canario (qq),80.0,80.83,1.0,218,2,2022,2,2022-02-Q2,AZUAY,no_perecedero,completo
Frejol Seco Canario (qq),142.5,123.67,-13.0,178,6,2020,2,2020-06-Q2,AZUAY,no_perecedero,completo
Frejol Seco Canario (qq),92.92,102.08,10.0,236,11,2022,2,2022-11-Q2,AZUAY,no_perecedero,completo
Frejol Seco Canario (qq),80.67,82.5,2.0,208,9,2021,2,2021-09-Q2,AZUAY,no_perecedero,completo
Fideo Lazo Chico (Paca aprox. 20Kg),16.94,17.0,0.0,150,4,2019,2,2019-04-Q2,AZUAY,no_perecedero,completo
Frejol Seco Canario (qq),103.0,95.0,-8.0,279,11,2024,2,2024-11-Q2,AZUAY,no_perecedero,completo
Frejol Seco Canario (qq),139.58,138.67,-1.0,257,10,2023,2,2023-10-Q2,AZUAY,no_perecedero,completo
Frejol Seco Canario (qq),120.0,108.67,-9.0,184,9,2020,2,2020-09-Q2,AZUAY,no_perecedero,completo
Frejol Seco Canario (qq),146.67,149.33,2.0,263,1,2024,2,2024-01-Q2,AZUAY,no_perecedero,completo
Frejol Seco Canario (qq),86.67,82.5,-5.0,152,5,2019,2,2019-05-Q2,AZUAY,no_perecedero,completo
Frejol Seco Canario (qq),80.83,80.0,-1.0,216,1,2022,2,2022-01-Q2,AZUAY,no_perecedero,completo
Frejol Seco Canario (qq),79.17,79.0,,224,5,2022,2,2022-05-Q2,AZUAY,no_perecedero,completo
Frejol Seco Canario (qq),129.17,106.67,-17.0,275,9,2024,2,2024-09-Q2,AZUAY,no_perecedero,completo
Frejol Seco Canario (qq),85.84,90.83,6.0,232,9,2022,2,2022-09-Q2,AZUAY,no_perecedero,completo
Frejol Seco Canario (qq),157.5,142.08,-10.0,251,7,2023,2,2023-07-Q2,AZUAY,no_perecedero,completo
Frejol Seco Canario (qq),98.67,98.34,0.0,192,1,2021,2,2021-01-Q2,AZUAY,no_perecedero,completo
Frejol Seco Canario (qq),157.5,157.5,0.0,247,5,2023,2,2023-05-Q2,AZUAY,no_perecedero,completo
Frejol Seco Canario (qq),103.89,116.67,12.0,167,1,2020,1,2020-01-Q1,AZUAY,no_perecedero,completo
Frejol Seco Canario (qq),88.75,88.33,0.0,156,7,2019,2,2019-07-Q2,AZUAY,no_perecedero,completo
Frejol Seco Canario (qq),81.11,90.0,11.0,144,1,2019,2,2019-01-Q2,AZUAY,no_perecedero,completo
Frejol Seco Canario (qq),136.0,129.17,-5.0,273,8,2024,2,2024-08-Q2,AZUAY,no_perecedero,completo
Frejol Seco Canario (qq),90.83,92.92,2.0,234,10,2022,2,2022-10-Q2,AZUAY,no_perecedero,completo
Frejol Seco Canario (qq),88.33,88.34,0.0,163,11,2019,1,2019-11-Q1,AZUAY,no_perecedero,completo
Frejol Seco Canario (qq),142.5,136.0,-5.0,271,7,2024,2,2024-07-Q2,AZUAY,no_perecedero,completo
Frejol Seco Canario (qq),108.89,107.33,-1.0,172,3,2020,2,2020-03-Q2,AZUAY,no_perecedero,completo
Frejol Seco Canario (qg),142.08,132.67,-7.0,253,8,2023,2,2023-08-Q2,AZUAY,no_perecedero,completo
Frejol Seco Canario (qq),92.5,91.67,-1.0,200,5,2021,2,2021-05-Q2,AZUAY,no_perecedero,completo
Frejol Seco Canario (qq),91.67,90.0,-2.0,202,6,2021,2,2021-06-Q2,AZUAY,no_perecedero,completo
Frejol Seco Canario (qq),90.0,85.84,-5.0,230,8,2022,2,2022-08-Q2,AZUAY,no_perecedero,completo
Frejol Seco Canario (qq),123.67,118.34,-4.0,180,7,2020,2,2020-07-Q2,AZUAY,no_perecedero,completo
Frejol Seco Canario (qq),80.42,78.75,-2.0,212,11,2021,2,2021-11-Q2,AZUAY,no_perecedero,completo
Frejol Seco Canario (qq),79.0,82.08,4.0,226,6,2022,2,2022-06-Q2,AZUAY,no_perecedero,completo
Frejol Seco Canario (qq),97.08,94.0,-3.0,196,3,2021,2,2021-03-Q2,AZUAY,no_perecedero,completo
Azucar Blanca (Saco aprox. 50 Kg),48.67,48.34,-1.0,267,5,2024,2,2024-05-Q2,AZUAY,no_perecedero,completo
Frejol Seco Canario (qq),132.67,139.58,5.0,255,9,2023,2,2023-09-Q2,AZUAY,no_perecedero,completo
