producto,provincia,periodo,precio_actual,precio_t1,precio_t2,variacion_t2_t1,promedio_movil_2q,promedio_movil_3q,volatilidad_3q,momentum,año,mes,quincena,variacion_real,comportamiento,categoria,producto_encoded,provincia_encoded,categoria_perecedero
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),AZUAY,2021-01-Q2,13.25,13.33,13.13,1.52,13.23,13.4867,0.4557,-0.0479,2021,1,2,-0.6,Estable,perecedero,14,0,1
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),AZUAY,2021-02-Q1,18.0,13.25,13.33,-0.6,13.29,13.2367,0.1007,0.0091,2021,2,1,35.85,Alza,perecedero,14,0,1
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),AZUAY,2021-02-Q2,18.57,18.0,13.25,35.85,15.625,14.86,2.7196,0.3503,2021,2,2,3.17,Estable,perecedero,14,0,1
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),AZUAY,2021-03-Q1,24.0,18.57,18.0,3.17,18.285,16.6067,2.9209,0.4015,2021,3,1,29.24,Alza,perecedero,14,0,1
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),AZUAY,2021-03-Q2,22.22,24.0,18.57,29.24,21.285,20.19,3.3118,0.3333,2021,3,2,-7.42,Caída,perecedero,14,0,1
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),AZUAY,2021-04-Q1,24.25,22.22,24.0,-7.42,23.11,21.5967,2.7681,0.1966,2021,4,1,9.14,Alza,perecedero,14,0,1
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),AZUAY,2021-04-Q2,22.13,24.25,22.22,9.14,23.235,23.49,1.1069,0.0104,2021,4,2,-8.74,Caída,perecedero,14,0,1
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),AZUAY,2021-05-Q1,18.75,22.13,24.25,-8.74,23.19,22.8667,1.1988,-0.0041,2021,5,1,-15.27,Caída,perecedero,14,0,1
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),AZUAY,2021-05-Q2,18.38,18.75,22.13,-15.27,20.44,21.71,2.774,-0.2268,2021,5,2,-1.97,Estable,perecedero,14,0,1
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),AZUAY,2021-06-Q1,18.75,18.38,18.75,-1.97,18.565,19.7533,2.0666,-0.1695,2021,6,1,2.01,Estable,perecedero,14,0,1
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),AZUAY,2021-06-Q2,20.0,18.75,18.38,2.01,18.565,18.6267,0.2136,0.0,2021,6,2,6.67,Estable,perecedero,14,0,1
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),AZUAY,2021-07-Q1,16.5,20.0,18.75,6.67,19.375,19.0433,0.8489,0.0881,2021,7,1,-17.5,Caída,perecedero,14,0,1
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),AZUAY,2021-07-Q2,15.22,16.5,20.0,-17.5,18.25,18.4167,1.7736,-0.12,2021,7,2,-7.76,Caída,perecedero,14,0,1
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),AZUAY,2021-08-Q1,14.75,15.22,16.5,-7.76,15.86,17.24,2.4744,-0.239,2021,8,1,-3.09,Estable,perecedero,14,0,1
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),AZUAY,2021-08-Q2,14.56,14.75,15.22,-3.09,14.985,15.49,0.9057,-0.1061,2021,8,2,-1.29,Estable,perecedero,14,0,1
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),AZUAY,2021-09-Q1,18.25,14.56,14.75,-1.29,14.655,14.8433,0.3398,-0.0434,2021,9,1,25.34,Alza,perecedero,14,0,1
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),AZUAY,2021-09-Q2,18.5,18.25,14.56,25.34,16.405,15.8533,2.0777,0.2373,2021,9,2,1.37,Estable,perecedero,14,0,1
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),AZUAY,2021-10-Q1,21.75,18.5,18.25,1.37,18.375,17.1033,2.2061,0.2706,2021,10,1,17.57,Alza,perecedero,14,0,1
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),AZUAY,2021-10-Q2,21.88,21.75,18.5,17.57,20.125,19.5,1.9526,0.1918,2021,10,2,0.6,Estable,perecedero,14,0,1
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),AZUAY,2021-11-Q1,21.33,21.88,21.75,0.6,21.815,20.71,1.915,0.1827,2021,11,1,-2.51,Estable,perecedero,14,0,1
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),AZUAY,2021-11-Q2,21.0,21.33,21.88,-2.51,21.605,21.6533,0.2875,-0.0193,2021,11,2,-1.55,Estable,perecedero,14,0,1
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),AZUAY,2021-12-Q1,22.0,21.0,21.33,-1.55,21.165,21.4033,0.4446,-0.0402,2021,12,1,4.76,Estable,perecedero,14,0,1
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),AZUAY,2021-12-Q2,22.29,22.0,21.0,4.76,21.5,21.4433,0.5095,0.0314,2021,12,2,1.32,Estable,perecedero,14,0,1
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),AZUAY,2022-01-Q1,20.0,22.29,22.0,1.32,22.145,21.7633,0.6768,0.0614,2022,1,1,-10.27,Caída,perecedero,14,0,1
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),AZUAY,2022-01-Q2,21.2,20.0,22.29,-10.27,21.145,21.43,1.2469,-0.0909,2022,1,2,6.0,Estable,perecedero,14,0,1
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),AZUAY,2022-02-Q1,26.2,21.2,20.0,6.0,20.6,21.1633,1.1454,-0.0489,2022,2,1,23.58,Alza,perecedero,14,0,1
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),AZUAY,2022-02-Q2,27.38,26.2,21.2,23.58,23.7,22.4667,3.2884,0.31,2022,2,2,4.5,Estable,perecedero,14,0,1
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),AZUAY,2022-03-Q1,28.5,27.38,26.2,4.5,26.79,24.9267,3.2809,0.2915,2022,3,1,4.09,Estable,perecedero,14,0,1
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),AZUAY,2022-03-Q2,29.13,28.5,27.38,4.09,27.94,27.36,1.1501,0.0878,2022,3,2,2.21,Estable,perecedero,14,0,1
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),AZUAY,2022-04-Q1,33.75,29.13,28.5,2.21,28.815,28.3367,0.8864,0.0639,2022,4,1,15.86,Alza,perecedero,14,0,1
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),AZUAY,2022-04-Q2,35.63,33.75,29.13,15.86,31.44,30.46,2.8666,0.1842,2022,4,2,5.57,Estable,perecedero,14,0,1
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),AZUAY,2022-05-Q1,33.75,35.63,33.75,5.57,34.69,32.8367,3.3449,0.2231,2022,5,1,-5.28,Estable,perecedero,14,0,1
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),AZUAY,2022-05-Q2,34.38,33.75,35.63,-5.28,34.69,34.3767,1.0854,0.0,2022,5,2,1.87,Estable,perecedero,14,0,1
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),AZUAY,2022-06-Q1,32.8,34.38,33.75,1.87,34.065,34.5867,0.9569,-0.0351,2022,6,1,-4.6,Estable,perecedero,14,0,1
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),AZUAY,2022-06-Q2,33.67,32.8,34.38,-4.6,33.59,33.6433,0.7954,-0.0281,2022,6,2,2.65,Estable,perecedero,14,0,1
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),AZUAY,2022-07-Q1,33.6,33.67,32.8,2.65,33.235,33.6167,0.7913,-0.0207,2022,7,1,-0.21,Estable,perecedero,14,0,1
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),AZUAY,2022-07-Q2,29.56,33.6,33.67,-0.21,33.635,33.3567,0.4834,0.0244,2022,7,2,-12.02,Caída,perecedero,14,0,1
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),AZUAY,2022-08-Q1,26.67,29.56,33.6,-12.02,31.58,32.2767,2.353,-0.1221,2022,8,1,-9.78,Caída,perecedero,14,0,1
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),AZUAY,2022-08-Q2,26.67,26.67,29.56,-9.78,28.115,29.9433,3.4809,-0.2062,2022,8,2,0.0,Estable,perecedero,14,0,1
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),AZUAY,2022-09-Q1,22.25,26.67,26.67,0.0,26.67,27.6333,1.6685,-0.0978,2022,9,1,-16.57,Caída,perecedero,14,0,1
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),AZUAY,2022-09-Q2,21.13,22.25,26.67,-16.57,24.46,25.1967,2.5519,-0.1657,2022,9,2,-5.03,Estable,perecedero,14,0,1
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),AZUAY,2022-10-Q1,17.75,21.13,22.25,-5.03,21.69,23.35,2.9292,-0.2077,2022,10,1,-16.0,Caída,perecedero,14,0,1
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),AZUAY,2022-10-Q2,17.25,17.75,21.13,-16.0,19.44,20.3767,2.3427,-0.2022,2022,10,2,-2.82,Estable,perecedero,14,0,1
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),AZUAY,2022-11-Q1,15.0,17.25,17.75,-2.82,17.5,18.71,2.1106,-0.1836,2022,11,1,-13.04,Caída,perecedero,14,0,1
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),AZUAY,2022-11-Q2,15.14,15.0,17.25,-13.04,16.125,16.6667,1.4649,-0.1549,2022,11,2,0.93,Estable,perecedero,14,0,1
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),AZUAY,2022-12-Q1,15.0,15.14,15.0,0.93,15.07,15.7967,1.2606,-0.1223,2022,12,1,-0.92,Estable,perecedero,14,0,1
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),AZUAY,2022-12-Q2,14.5,15.0,15.14,-0.92,15.07,15.0467,0.0808,0.0,2022,12,2,-3.33,Estable,perecedero,14,0,1
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),AZUAY,2023-01-Q1,14.0,14.5,15.0,-3.33,14.75,14.88,0.3365,-0.0423,2023,1,1,-3.45,Estable,perecedero,14,0,1
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),AZUAY,2023-01-Q2,14.0,14.0,14.5,-3.45,14.25,14.5,0.5,-0.0667,2023,1,2,0.0,Estable,perecedero,14,0,1
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),AZUAY,2023-02-Q1,16.75,14.0,14.0,0.0,14.0,14.1667,0.2887,-0.0345,2023,2,1,19.64,Alza,perecedero,14,0,1
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),AZUAY,2023-02-Q2,19.57,16.75,14.0,19.64,15.375,14.9167,1.5877,0.1964,2023,2,2,16.84,Alza,perecedero,14,0,1
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),AZUAY,2023-03-Q1,29.5,19.57,16.75,16.84,18.16,16.7733,2.7851,0.3979,2023,3,1,50.74,Alza,perecedero,14,0,1
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),AZUAY,2023-03-Q2,30.38,29.5,19.57,50.74,24.535,21.94,6.6973,0.7612,2023,3,2,2.98,Estable,perecedero,14,0,1
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),AZUAY,2023-04-Q1,30.0,30.38,29.5,2.98,29.94,26.4833,6.0033,0.5524,2023,4,1,-1.25,Estable,perecedero,14,0,1
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),AZUAY,2023-04-Q2,30.0,30.0,30.38,-1.25,30.19,29.96,0.4414,0.0169,2023,4,2,0.0,Estable,perecedero,14,0,1
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),AZUAY,2023-05-Q1,30.25,30.0,30.0,0.0,30.0,30.1267,0.2194,-0.0125,2023,5,1,0.83,Estable,perecedero,14,0,1
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),AZUAY,2023-05-Q2,34.14,30.25,30.0,0.83,30.125,30.0833,0.1443,0.0083,2023,5,2,12.86,Alza,perecedero,14,0,1
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),AZUAY,2023-06-Q1,45.5,34.14,30.25,12.86,32.195,31.4633,2.3214,0.138,2023,6,1,33.27,Alza,perecedero,14,0,1
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),AZUAY,2023-06-Q2,49.56,45.5,34.14,33.27,39.82,36.63,7.9241,0.5041,2023,6,2,8.92,Alza,perecedero,14,0,1
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),AZUAY,2023-07-Q1,63.25,49.56,45.5,8.92,47.53,43.0667,7.9928,0.4517,2023,7,1,27.62,Alza,perecedero,14,0,1
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),AZUAY,2023-07-Q2,66.79,63.25,49.56,27.62,56.405,52.77,9.3002,0.3901,2023,7,2,5.6,Estable,perecedero,14,0,1
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),AZUAY,2023-08-Q1,88.75,66.79,63.25,5.6,65.02,59.8667,9.0996,0.3477,2023,8,1,32.88,Alza,perecedero,14,0,1
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),AZUAY,2023-08-Q2,74.75,88.75,66.79,32.88,77.77,72.93,13.8144,0.4032,2023,8,2,-15.77,Caída,perecedero,14,0,1
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),AZUAY,2023-09-Q1,56.6,74.75,88.75,-15.77,81.75,76.7633,11.1176,0.1192,2023,9,1,-24.28,Caída,perecedero,14,0,1
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),AZUAY,2023-09-Q2,47.56,56.6,74.75,-24.28,65.675,73.3667,16.1196,-0.3623,2023,9,2,-15.97,Caída,perecedero,14,0,1
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),AZUAY,2023-10-Q1,25.25,47.56,56.6,-15.97,52.08,59.6367,13.847,-0.3637,2023,10,1,-46.91,Caída,perecedero,14,0,1
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),AZUAY,2023-10-Q2,22.56,25.25,47.56,-46.91,36.405,43.1367,16.1363,-0.5539,2023,10,2,-10.65,Caída,perecedero,14,0,1
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),AZUAY,2023-11-Q1,17.0,22.56,25.25,-10.65,23.905,31.79,13.7233,-0.5257,2023,11,1,-24.65,Caída,perecedero,14,0,1
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),AZUAY,2023-11-Q2,15.0,17.0,22.56,-24.65,19.78,21.6033,4.2074,-0.3267,2023,11,2,-11.76,Caída,perecedero,14,0,1
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),AZUAY,2023-12-Q1,14.8,15.0,17.0,-11.76,16.0,18.1867,3.9172,-0.3351,2023,12,1,-1.33,Estable,perecedero,14,0,1
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),AZUAY,2023-12-Q2,15.0,14.8,15.0,-1.33,14.9,15.6,1.2166,-0.1294,2023,12,2,1.35,Estable,perecedero,14,0,1
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),AZUAY,2024-01-Q1,21.5,15.0,14.8,1.35,14.9,14.9333,0.1155,0.0,2024,1,1,43.33,Alza,perecedero,14,0,1
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),AZUAY,2024-01-Q2,19.89,21.5,15.0,43.33,18.25,17.1,3.8118,0.4527,2024,1,2,-7.49,Caída,perecedero,14,0,1
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),AZUAY,2024-02-Q1,29.33,19.89,21.5,-7.49,20.695,18.7967,3.3851,0.326,2024,2,1,47.46,Alza,perecedero,14,0,1
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),AZUAY,2024-03-Q1,41.2,29.33,19.89,47.46,24.61,23.5733,5.05,0.3642,2024,3,1,40.47,Alza,perecedero,14,0,1
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),AZUAY,2024-03-Q2,43.5,41.2,29.33,40.47,35.265,30.14,10.6781,1.0714,2024,3,2,5.58,Estable,perecedero,14,0,1
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),AZUAY,2024-04-Q1,49.33,43.5,41.2,5.58,42.35,38.01,7.6046,0.4831,2024,4,1,13.4,Alza,perecedero,14,0,1
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),AZUAY,2024-04-Q2,44.63,49.33,43.5,13.4,46.415,44.6767,4.1908,0.1973,2024,4,2,-9.53,Caída,perecedero,14,0,1
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),AZUAY,2024-05-Q1,40.67,44.63,49.33,-9.53,46.98,45.82,3.0918,0.026,2024,5,1,-8.87,Caída,perecedero,14,0,1
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),AZUAY,2024-05-Q2,40.57,40.67,44.63,-8.87,42.65,44.8767,4.3353,-0.1756,2024,5,2,-0.25,Estable,perecedero,14,0,1
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),AZUAY,2024-06-Q1,40.0,40.57,40.67,-0.25,40.62,41.9567,2.3157,-0.091,2024,6,1,-1.4,Estable,perecedero,14,0,1
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),AZUAY,2024-06-Q2,39.25,40.0,40.57,-1.4,40.285,40.4133,0.3614,-0.0165,2024,6,2,-1.88,Estable,perecedero,14,0,1
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),AZUAY,2024-07-Q1,24.5,39.25,40.0,-1.88,39.625,39.94,0.662,-0.0325,2024,7,1,-37.58,Caída,perecedero,14,0,1
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),AZUAY,2024-07-Q2,22.0,24.5,39.25,-37.58,31.875,34.5833,8.7405,-0.3875,2024,7,2,-10.2,Caída,perecedero,14,0,1
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),AZUAY,2024-08-Q1,16.0,22.0,24.5,-10.2,23.25,28.5833,9.3218,-0.4395,2024,8,1,-27.27,Caída,perecedero,14,0,1
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),AZUAY,2024-08-Q2,17.0,16.0,22.0,-27.27,19.0,20.8333,4.3684,-0.3469,2024,8,2,6.25,Estable,perecedero,14,0,1
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),AZUAY,2024-09-Q1,14.25,17.0,16.0,6.25,16.5,18.3333,3.2146,-0.2273,2024,9,1,-16.18,Caída,perecedero,14,0,1
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),AZUAY,2024-09-Q2,14.88,14.25,17.0,-16.18,15.625,15.75,1.3919,-0.1094,2024,9,2,4.42,Estable,perecedero,14,0,1
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),AZUAY,2024-10-Q1,16.75,14.88,14.25,4.42,14.565,15.3767,1.4407,-0.1247,2024,10,1,12.57,Alza,perecedero,14,0,1
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),AZUAY,2024-10-Q2,16.88,16.75,14.88,12.57,15.815,15.2933,1.3002,0.1754,2024,10,2,0.78,Estable,perecedero,14,0,1
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),AZUAY,2024-11-Q1,17.0,16.88,16.75,0.78,16.815,16.17,1.1191,0.1344,2024,11,1,0.71,Estable,perecedero,14,0,1
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),AZUAY,2024-11-Q2,18.0,17.0,16.88,0.71,16.94,16.8767,0.125,0.0149,2024,11,2,5.88,Estable,perecedero,14,0,1
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),AZUAY,2024-12-Q1,19.5,18.0,17.0,5.88,17.5,17.2933,0.6149,0.0664,2024,12,1,8.33,Alza,perecedero,14,0,1
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),AZUAY,2024-12-Q2,19.56,19.5,18.0,8.33,18.75,18.1667,1.2583,0.1471,2024,12,2,0.31,Estable,perecedero,14,0,1
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),AZUAY,2025-01-Q1,22.33,19.56,19.5,0.31,19.53,19.02,0.8839,0.0867,2025,1,1,14.16,Alza,perecedero,14,0,1
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),AZUAY,2025-01-Q2,21.13,22.33,19.56,14.16,20.945,20.4633,1.6169,0.1451,2025,1,2,-5.37,Estable,perecedero,14,0,1
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),AZUAY,2025-02-Q1,24.5,21.13,22.33,-5.37,21.73,21.0067,1.3891,0.0803,2025,2,1,15.95,Alza,perecedero,14,0,1
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),AZUAY,2025-02-Q2,29.38,24.5,21.13,15.95,22.815,22.6533,1.7081,0.0972,2025,2,2,19.92,Alza,perecedero,14,0,1
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),AZUAY,2025-03-Q1,35.0,29.38,24.5,19.92,26.94,25.0033,4.148,0.3904,2025,3,1,19.13,Alza,perecedero,14,0,1
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),AZUAY,2025-03-Q2,34.71,35.0,29.38,19.13,32.19,29.6267,5.2543,0.4286,2025,3,2,-0.83,Estable,perecedero,14,0,1
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),AZUAY,2025-04-Q1,30.5,34.71,35.0,-0.83,34.855,33.03,3.1643,0.1814,2025,4,1,-12.13,Caída,perecedero,14,0,1
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),AZUAY,2025-04-Q2,30.86,30.5,34.71,-12.13,32.605,33.4033,2.5185,-0.1286,2025,4,2,1.18,Estable,perecedero,14,0,1
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),AZUAY,2025-05-Q1,27.0,30.86,30.5,1.18,30.68,32.0233,2.3337,-0.1109,2025,5,1,-12.51,Caída,perecedero,14,0,1
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),AZUAY,2025-05-Q2,27.57,27.0,30.86,-12.51,28.93,29.4533,2.1323,-0.1148,2025,5,2,2.11,Estable,perecedero,14,0,1
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),AZUAY,2025-06-Q1,27.25,27.57,27.0,2.11,27.285,28.4767,2.0836,-0.1066,2025,6,1,-1.16,Estable,perecedero,14,0,1
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),AZUAY,2025-06-Q2,26.63,27.25,27.57,-1.16,27.41,27.2733,0.2857,0.0093,2025,6,2,-2.28,Estable,perecedero,14,0,1
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),AZUAY,2025-07-Q1,21.0,26.63,27.25,-2.28,26.94,27.15,0.4779,-0.0341,2025,7,1,-21.14,Caída,perecedero,14,0,1
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),AZUAY,2025-07-Q2,19.89,21.0,26.63,-21.14,23.815,24.96,3.4434,-0.2294,2025,7,2,-5.29,Estable,perecedero,14,0,1
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),AZUAY,2025-08-Q1,19.4,19.89,21.0,-5.29,20.445,22.5067,3.6138,-0.2531,2025,8,1,-2.46,Estable,perecedero,14,0,1
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),AZUAY,2025-08-Q2,23.33,19.4,19.89,-2.46,19.645,20.0967,0.8198,-0.0762,2025,8,2,20.26,Alza,perecedero,14,0,1
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),AZUAY,2025-09-Q1,23.5,23.33,19.4,20.26,21.365,20.8733,2.1416,0.173,2025,9,1,0.73,Estable,perecedero,14,0,1
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),AZUAY,2025-09-Q2,24.44,23.5,23.33,0.73,23.415,22.0767,2.3196,0.2113,2025,9,2,4.0,Estable,perecedero,14,0,1
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),AZUAY,2025-10-Q1,22.0,24.44,23.5,4.0,23.97,23.7567,0.5979,0.0476,2025,10,1,-9.98,Caída,perecedero,14,0,1
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),AZUAY,2025-10-Q2,21.25,22.0,24.44,-9.98,23.22,23.3133,1.2307,-0.0638,2025,10,2,-3.41,Estable,perecedero,14,0,1
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),AZUAY,2025-11-Q1,24.67,21.25,22.0,-3.41,21.625,22.5633,1.6679,-0.1305,2025,11,1,16.09,Alza,perecedero,14,0,1
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),AZUAY,2025-11-Q2,25.57,24.67,21.25,16.09,22.96,22.64,1.7976,0.1214,2025,11,2,3.65,Estable,perecedero,14,0,1
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),AZUAY,2025-12-Q1,22.75,25.57,24.67,3.65,25.12,23.83,2.2792,0.2033,2025,12,1,-11.03,Caída,perecedero,14,0,1
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),AZUAY,2025-12-Q2,25.11,22.75,25.57,-11.03,24.16,24.33,1.4404,-0.0778,2025,12,2,10.37,Alza,perecedero,14,0,1
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),AZUAY,2026-01-Q1,30.67,25.11,22.75,10.37,23.93,24.4767,1.5129,-0.018,2026,1,1,22.14,Alza,perecedero,14,0,1
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),AZUAY,2026-01-Q2,29.88,30.67,25.11,22.14,27.89,26.1767,4.0663,0.3481,2026,1,2,-2.58,Estable,perecedero,14,0,1
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),AZUAY,2026-02-Q1,25.25,29.88,30.67,-2.58,30.275,28.5533,3.0081,0.19,2026,2,1,-15.5,Caída,perecedero,14,0,1
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),AZUAY,2026-02-Q2,28.5,25.25,29.88,-15.5,27.565,28.6,2.928,-0.1767,2026,2,2,12.87,Alza,perecedero,14,0,1
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),AZUAY,2026-03-Q1,34.75,28.5,25.25,12.87,26.875,27.8767,2.3771,-0.0462,2026,3,1,21.93,Alza,perecedero,14,0,1
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),AZUAY,2026-03-Q2,37.0,34.75,28.5,21.93,31.625,29.5,4.8283,0.3762,2026,3,2,6.47,Estable,perecedero,14,0,1
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),AZUAY,2026-04-Q1,41.33,37.0,34.75,6.47,35.875,33.4167,4.4041,0.2982,2026,4,1,11.7,Alza,perecedero,14,0,1
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),AZUAY,2026-04-Q2,41.17,41.33,37.0,11.7,39.165,37.6933,3.3443,0.1894,2026,4,2,-0.39,Estable,perecedero,14,0,1
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),AZUAY,2026-05-Q1,35.0,41.17,41.33,-0.39,41.25,39.8333,2.455,0.1127,2026,5,1,-14.99,Caída,perecedero,14,0,1
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),AZUAY,2026-05-Q2,33.78,35.0,41.17,-14.99,38.085,39.1667,3.6093,-0.1532,2026,5,2,-3.49,Estable,perecedero,14,0,1
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),AZUAY,2026-06-Q1,33.0,33.78,35.0,-3.49,34.39,36.65,3.9617,-0.1795,2026,6,1,-2.31,Estable,perecedero,14,0,1
